epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,1309.98,1.14051,0.73797,1.07999,0.90929,0.82051,0.92368,0.53228,1.56552,0.86903,1.27398,0.0049675,0.0049675,0.0049675
63,1330.97,1.13897,0.71195,1.09656,0.84366,0.87179,0.92237,0.52561,1.5819,0.84731,1.26818,0.004885,0.004885,0.004885
64,1351.98,1.20246,0.73472,1.11611,0.96835,0.78472,0.93523,0.46274,1.75135,0.91374,1.40245,0.0048025,0.0048025,0.0048025
65,1373.08,1.13915,0.67658,1.06582,0.80625,0.85371,0.92509,0.51443,1.59128,0.83944,1.29337,0.00472,0.00472,0.00472
66,1394.39,1.14537,0.72008,1.0774,0.96649,0.73961,0.91595,0.5063,1.56648,0.88381,1.29493,0.0046375,0.0046375,0.0046375
67,1415.77,1.11994,0.68183,1.08944,0.96515,0.71024,0.89301,0.46031,1.68886,0.93676,1.39798,0.004555,0.004555,0.004555
68,1436.75,1.07689,0.63599,1.07129,0.94251,0.69231,0.87478,0.44735,1.73048,1.06911,1.40751,0.0044725,0.0044725,0.0044725
69,1457.67,1.09479,0.66992,1.07923,0.88937,0.66667,0.828,0.44388,1.67577,1.1755,1.39505,0.00439,0.00439,0.00439
70,1478.69,1.05411,0.66541,1.09156,0.77031,0.69231,0.79442,0.42363,1.70417,1.22955,1.36833,0.0043075,0.0043075,0.0043075
71,1499.59,1.02893,0.62985,1.07468,0.7814,0.73341,0.78639,0.40848,1.65276,1.19234,1.3468,0.004225,0.004225,0.004225
72,1520.46,1.03978,0.62055,1.04728,0.81925,0.71795,0.82202,0.45296,1.66272,1.17089,1.33021,0.0041425,0.0041425,0.0041425
73,1541.35,1.10772,0.67243,1.06431,0.84358,0.76923,0.84499,0.42178,1.80357,1.19126,1.41545,0.00406,0.00406,0.00406
74,1562.22,1.0699,0.64483,1.06691,0.85146,0.73505,0.85674,0.44025,1.67293,1.00737,1.33355,0.0039775,0.0039775,0.0039775
75,1583.2,1.0596,0.63042,1.03514,0.84065,0.81175,0.88586,0.44693,1.66866,0.92332,1.33296,0.003895,0.003895,0.003895
76,1604.19,1.05869,0.63342,1.05722,0.87707,0.82051,0.90051,0.45535,1.70478,0.92484,1.34431,0.0038125,0.0038125,0.0038125
77,1625.24,1.12593,0.65891,1.08881,0.80939,0.76923,0.83147,0.4321,1.83325,0.99661,1.41572,0.00373,0.00373,0.00373
78,1646.31,1.00525,0.61312,1.07368,0.89922,0.82051,0.88883,0.45955,1.71136,0.93152,1.36819,0.0036475,0.0036475,0.0036475
79,1667.23,0.94814,0.58283,1.01023,0.86074,0.79246,0.86774,0.42875,1.81678,0.94404,1.41557,0.003565,0.003565,0.003565
80,1688.13,0.99855,0.58669,1.0243,0.99227,0.74359,0.91898,0.4695,1.7957,0.91315,1.40243,0.0034825,0.0034825,0.0034825
81,1709.04,1.0289,0.61545,1.07958,0.87867,0.74281,0.87568,0.44187,1.88422,0.95835,1.47082,0.0034,0.0034,0.0034
82,1730.07,1.00971,0.61475,1.07964,0.83607,0.84615,0.85731,0.49988,1.66009,0.92101,1.38052,0.0033175,0.0033175,0.0033175
83,1750.95,1.04329,0.60381,1.03507,0.84534,0.84097,0.85294,0.44241,1.75985,1.03363,1.43531,0.003235,0.003235,0.003235
84,1771.87,0.9561,0.59038,1.03437,0.86362,0.81201,0.86421,0.46578,1.70327,1.03984,1.41981,0.0031525,0.0031525,0.0031525
85,1792.76,0.96671,0.58704,1.00573,0.88564,0.76923,0.87532,0.44745,1.7444,1.14189,1.41006,0.00307,0.00307,0.00307
86,1813.74,1.01727,0.61213,1.04782,0.82354,0.76923,0.83582,0.44246,1.7301,1.16231,1.37857,0.0029875,0.0029875,0.0029875
87,1834.58,0.90445,0.55807,0.98843,0.88861,0.71795,0.84259,0.47788,1.6704,1.11117,1.34564,0.002905,0.002905,0.002905
88,1855.41,0.91681,0.55252,1.0231,0.94212,0.64103,0.8165,0.43827,1.75367,1.12396,1.4139,0.0028225,0.0028225,0.0028225
89,1876.38,0.92185,0.55641,0.97785,0.79162,0.76923,0.81383,0.44802,1.78333,1.19621,1.44959,0.00274,0.00274,0.00274
90,1897.3,0.91031,0.59106,1.04199,0.86483,0.74359,0.83784,0.42553,1.87056,1.16465,1.50522,0.0026575,0.0026575,0.0026575
91,1918.21,0.89704,0.57913,0.99257,0.83045,0.76923,0.83288,0.42212,1.8705,1.19512,1.54282,0.002575,0.002575,0.002575
92,1939.09,0.88473,0.50188,0.99674,0.83595,0.79487,0.83908,0.4772,1.78855,1.11956,1.46839,0.0024925,0.0024925,0.0024925
93,1960.01,0.94255,0.58185,1.00679,0.85984,0.79487,0.84904,0.47315,1.7783,1.0804,1.4474,0.00241,0.00241,0.00241
94,1981.02,0.86332,0.5168,1.00324,0.78561,0.7518,0.8212,0.44319,1.82631,1.14236,1.47248,0.0023275,0.0023275,0.0023275
95,2001.89,0.91866,0.54818,1.04876,0.80558,0.76923,0.81384,0.44061,1.79944,1.17578,1.45126,0.002245,0.002245,0.002245
96,2022.88,0.89025,0.55067,0.98278,0.81363,0.74359,0.82898,0.45286,1.79359,1.15117,1.44832,0.0021625,0.0021625,0.0021625
97,2043.63,0.91435,0.53236,0.98724,0.77124,0.77814,0.82476,0.44629,1.81778,1.15044,1.47709,0.00208,0.00208,0.00208
98,2064.62,0.91038,0.58449,0.97367,0.84433,0.76923,0.82349,0.44622,1.83272,1.10413,1.51841,0.0019975,0.0019975,0.0019975
99,2085.44,0.92964,0.56202,1.02253,0.88466,0.69231,0.7873,0.43189,1.82529,1.18691,1.52268,0.001915,0.001915,0.001915
100,2106.21,0.9178,0.55443,1.00356,0.86575,0.66158,0.76746,0.42631,1.81196,1.33517,1.53389,0.0018325,0.0018325,0.0018325
101,2126.92,0.84025,0.50435,0.97663,0.85562,0.66667,0.77539,0.42522,1.81085,1.31469,1.55649,0.00175,0.00175,0.00175
102,2147.79,0.92057,0.55348,1.00209,0.8961,0.66351,0.76985,0.43985,1.77087,1.40196,1.55125,0.0016675,0.0016675,0.0016675
103,2168.52,0.8016,0.47239,0.93941,0.7742,0.69231,0.78246,0.43604,1.75986,1.30288,1.51941,0.001585,0.001585,0.001585
104,2189.27,0.83735,0.51052,0.99615,0.79018,0.71795,0.78048,0.42092,1.7356,1.32365,1.49854,0.0015025,0.0015025,0.0015025
105,2210.01,0.90475,0.54581,1.00284,0.86617,0.66391,0.7811,0.42324,1.73851,1.33807,1.49376,0.00142,0.00142,0.00142
106,2230.79,0.8413,0.51778,0.95574,0.8935,0.66667,0.77822,0.43075,1.75886,1.4215,1.51486,0.0013375,0.0013375,0.0013375
107,2251.53,0.75894,0.46354,0.94342,0.8907,0.66667,0.78999,0.43608,1.75013,1.32488,1.47734,0.001255,0.001255,0.001255
108,2272.21,0.77732,0.48406,0.95059,0.92807,0.66181,0.79336,0.44832,1.74045,1.27122,1.47122,0.0011725,0.0011725,0.0011725
109,2293.03,0.84308,0.5172,0.98001,0.92795,0.66068,0.79729,0.44326,1.7451,1.27892,1.47226,0.00109,0.00109,0.00109
110,2313.9,0.81454,0.50316,1.00109,0.87214,0.69978,0.8283,0.45899,1.75863,1.14018,1.45653,0.0010075,0.0010075,0.0010075
111,2334.68,0.71844,0.42218,0.90095,0.88217,0.69231,0.81826,0.44707,1.735,1.15318,1.42767,0.000925,0.000925,0.000925
112,2355.45,0.74942,0.44453,0.90542,0.84833,0.71709,0.83207,0.44926,1.72246,1.11741,1.43133,0.0008425,0.0008425,0.0008425
113,2376.1,0.73118,0.45407,0.91006,0.81764,0.71795,0.81068,0.43967,1.71915,1.16684,1.42997,0.00076,0.00076,0.00076
114,2396.87,0.74107,0.42889,0.89887,0.84011,0.69231,0.81825,0.44585,1.7124,1.1675,1.43629,0.0006775,0.0006775,0.0006775
115,2417.51,0.7301,0.43056,0.89927,0.82937,0.69231,0.81342,0.44183,1.71548,1.19008,1.45698,0.000595,0.000595,0.000595
116,2438.27,0.72486,0.41616,0.89347,0.86037,0.64103,0.79715,0.44088,1.71745,1.24652,1.47532,0.0005125,0.0005125,0.0005125
117,2458.94,0.70293,0.42378,0.89847,0.89187,0.64103,0.79191,0.44294,1.7222,1.30298,1.47501,0.00043,0.00043,0.00043
118,2479.63,0.74677,0.42816,0.9,0.86583,0.66199,0.7966,0.44962,1.72944,1.33723,1.50857,0.0003475,0.0003475,0.0003475
119,2500.32,0.71752,0.41351,0.90347,0.90008,0.64103,0.79524,0.4493,1.728,1.34861,1.51122,0.000265,0.000265,0.000265
120,2521.06,0.68364,0.40632,0.90525,0.89543,0.65887,0.78869,0.44534,1.73708,1.39147,1.52147,0.0001825,0.0001825,0.0001825
