epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,1655.88,0.78087,0.62111,0.95256,0.78858,0.79487,0.85312,0.46787,1.6995,1.30893,1.46824,0.0031096,0.0031096,0.0031096
176,1665.26,0.80877,0.60902,0.95581,0.87638,0.71795,0.80876,0.46802,1.67215,1.32729,1.45508,0.00307,0.00307,0.00307
177,1674.62,0.77201,0.60707,0.94985,0.82566,0.72879,0.80284,0.46076,1.67562,1.42125,1.4655,0.0030304,0.0030304,0.0030304
178,1684.04,0.79013,0.60338,0.95747,0.86718,0.8372,0.88085,0.50225,1.57762,1.26672,1.37934,0.0029908,0.0029908,0.0029908
179,1693.42,0.847,0.63979,0.98716,0.84765,0.85612,0.87941,0.49249,1.58626,1.24237,1.37053,0.0029512,0.0029512,0.0029512
180,1702.82,0.79869,0.58165,0.94488,0.89647,0.66613,0.81801,0.46241,1.6396,1.29704,1.412,0.0029116,0.0029116,0.0029116
181,1712.2,0.80866,0.59119,0.96364,0.89424,0.74359,0.86003,0.4853,1.59187,1.22194,1.37321,0.002872,0.002872,0.002872
182,1721.63,0.79092,0.5834,0.96199,0.9392,0.79221,0.87696,0.49561,1.56333,1.20772,1.34399,0.0028324,0.0028324,0.0028324
183,1730.99,0.83286,0.62763,1.02111,0.8761,0.79487,0.88109,0.50553,1.54864,1.20674,1.3414,0.0027928,0.0027928,0.0027928
184,1740.38,0.78826,0.5776,0.95059,0.88138,0.76224,0.85878,0.4888,1.54995,1.25428,1.35833,0.0027532,0.0027532,0.0027532
185,1749.73,0.79785,0.5796,0.9402,0.94145,0.69231,0.85873,0.48814,1.51821,1.27115,1.33758,0.0027136,0.0027136,0.0027136
186,1759.11,0.8056,0.59407,0.95674,0.88651,0.80128,0.88315,0.51451,1.45991,1.14064,1.28947,0.002674,0.002674,0.002674
187,1768.51,0.82401,0.60572,0.96022,0.9105,0.82051,0.88398,0.51035,1.48213,1.14062,1.30087,0.0026344,0.0026344,0.0026344
188,1777.87,0.80201,0.58821,0.97625,0.88945,0.82534,0.91247,0.51497,1.52995,1.0734,1.34151,0.0025948,0.0025948,0.0025948
189,1787.26,0.792,0.58605,0.964,0.90652,0.82051,0.91897,0.5115,1.52649,1.05272,1.33147,0.0025552,0.0025552,0.0025552
190,1796.68,0.79517,0.59404,0.92821,0.92811,0.82051,0.91245,0.50881,1.538,1.01929,1.33286,0.0025156,0.0025156,0.0025156
191,1806.07,0.81421,0.60588,0.95651,0.93866,0.78498,0.86975,0.4818,1.63317,1.08357,1.38972,0.002476,0.002476,0.002476
192,1815.47,0.77661,0.57785,0.92932,0.86106,0.79487,0.84953,0.46941,1.63457,1.14489,1.36982,0.0024364,0.0024364,0.0024364
193,1824.89,0.81128,0.60553,0.9483,0.91659,0.76923,0.88059,0.47467,1.58817,1.17111,1.36245,0.0023968,0.0023968,0.0023968
194,1834.29,0.82891,0.59725,0.96145,0.82714,0.82051,0.8652,0.46259,1.61503,1.15579,1.38463,0.0023572,0.0023572,0.0023572
195,1843.68,0.8045,0.58543,0.9858,0.86987,0.79487,0.86557,0.45481,1.65356,1.21913,1.41998,0.0023176,0.0023176,0.0023176
196,1853.07,0.77438,0.57918,0.94638,0.82508,0.84662,0.8759,0.48273,1.61945,1.22805,1.39439,0.002278,0.002278,0.002278
197,1862.46,0.7893,0.59021,0.95909,0.85108,0.87937,0.885,0.46103,1.66456,1.2521,1.42151,0.0022384,0.0022384,0.0022384
198,1871.88,0.8168,0.61235,0.97606,0.86605,0.84615,0.86242,0.48856,1.64041,1.32434,1.42206,0.0021988,0.0021988,0.0021988
199,1881.28,0.7563,0.57727,0.96694,0.77936,0.81524,0.81549,0.47835,1.63223,1.34402,1.41526,0.0021592,0.0021592,0.0021592
200,1890.69,0.71768,0.53056,0.9329,0.77503,0.79502,0.8222,0.47613,1.63782,1.30949,1.41969,0.0021196,0.0021196,0.0021196
201,1900.08,0.78354,0.55284,0.97583,0.79678,0.8044,0.84815,0.4809,1.62093,1.34314,1.40837,0.00208,0.00208,0.00208
202,1909.5,0.74086,0.55775,0.93905,0.89492,0.71795,0.84795,0.48169,1.56592,1.30541,1.36382,0.0020404,0.0020404,0.0020404
203,1918.93,0.7289,0.56097,0.93947,0.80145,0.79487,0.83214,0.48396,1.57387,1.39246,1.38334,0.0020008,0.0020008,0.0020008
204,1928.31,0.81473,0.57305,0.98806,0.85983,0.78662,0.86142,0.49231,1.55532,1.30286,1.36138,0.0019612,0.0019612,0.0019612
205,1937.69,0.78562,0.5638,0.97308,0.91148,0.79211,0.86263,0.50198,1.56165,1.27939,1.37397,0.0019216,0.0019216,0.0019216
206,1947.09,0.68927,0.53163,0.92892,0.88113,0.82051,0.85317,0.49974,1.57563,1.27504,1.38085,0.001882,0.001882,0.001882
207,1956.48,0.76099,0.59245,0.97877,0.91422,0.81988,0.86015,0.50172,1.58872,1.31942,1.39424,0.0018424,0.0018424,0.0018424
208,1965.85,0.78224,0.57036,0.96678,0.91334,0.81093,0.86652,0.51198,1.57333,1.27354,1.38193,0.0018028,0.0018028,0.0018028
209,1975.25,0.69931,0.52364,0.9323,0.92792,0.79487,0.86366,0.51667,1.5877,1.29777,1.3939,0.0017632,0.0017632,0.0017632
210,1984.63,0.73632,0.57513,0.9402,0.91275,0.84615,0.87901,0.51994,1.53518,1.30693,1.37455,0.0017236,0.0017236,0.0017236
211,1994.02,0.73793,0.56721,0.93836,0.94509,0.84615,0.89086,0.52398,1.5255,1.27393,1.35964,0.001684,0.001684,0.001684
212,2003.39,0.71352,0.56403,0.93223,0.95948,0.84615,0.89666,0.51635,1.53493,1.25478,1.36034,0.0016444,0.0016444,0.0016444
213,2012.79,0.7551,0.56807,0.96374,0.91423,0.87179,0.91187,0.51918,1.55828,1.20202,1.35704,0.0016048,0.0016048,0.0016048
214,2022.22,0.74522,0.55006,0.93225,0.97113,0.86255,0.90708,0.5286,1.52012,1.24547,1.35597,0.0015652,0.0015652,0.0015652
215,2031.62,0.68255,0.52559,0.91861,0.83799,0.79579,0.85599,0.52798,1.54498,1.25061,1.36654,0.0015256,0.0015256,0.0015256
216,2041.01,0.76033,0.59154,0.93785,0.8592,0.78254,0.85868,0.52075,1.57632,1.25544,1.37417,0.001486,0.001486,0.001486
217,2050.39,0.74623,0.56401,0.93525,0.85835,0.77701,0.85495,0.51157,1.59881,1.27273,1.38748,0.0014464,0.0014464,0.0014464
218,2059.8,0.70995,0.54815,0.94961,0.8789,0.79487,0.89058,0.51739,1.57302,1.28002,1.3882,0.0014068,0.0014068,0.0014068
219,2069.23,0.72061,0.54864,0.91276,0.88676,0.80332,0.88252,0.50199,1.5839,1.32679,1.39234,0.0013672,0.0013672,0.0013672
220,2078.63,0.69656,0.53682,0.92045,0.80888,0.79487,0.83891,0.49548,1.57462,1.312,1.382,0.0013276,0.0013276,0.0013276
221,2088.01,0.74063,0.57578,0.95518,0.79413,0.82051,0.84487,0.50819,1.54518,1.25513,1.3627,0.001288,0.001288,0.001288
222,2097.41,0.71125,0.54638,0.95985,0.79435,0.82051,0.85176,0.51488,1.52594,1.18675,1.36088,0.0012484,0.0012484,0.0012484
223,2106.8,0.73959,0.56573,0.93568,0.82285,0.83385,0.852,0.51872,1.5241,1.18861,1.36343,0.0012088,0.0012088,0.0012088
224,2116.22,0.71097,0.53469,0.93588,0.80206,0.83135,0.85662,0.51562,1.55037,1.20227,1.37765,0.0011692,0.0011692,0.0011692
225,2125.62,0.70582,0.55698,0.92587,0.84432,0.83452,0.854,0.50867,1.54904,1.17452,1.38106,0.0011296,0.0011296,0.0011296
226,2135.02,0.67806,0.51999,0.93839,0.84985,0.79487,0.85713,0.50922,1.57945,1.17099,1.4043,0.00109,0.00109,0.00109
227,2144.41,0.64605,0.49119,0.91979,0.80547,0.84944,0.86164,0.49657,1.55498,1.1563,1.39823,0.0010504,0.0010504,0.0010504
228,2153.83,0.69609,0.51835,0.92283,0.80167,0.82051,0.85676,0.50072,1.57387,1.1427,1.41428,0.0010108,0.0010108,0.0010108
229,2163.23,0.699,0.52296,0.94222,0.85288,0.84615,0.8862,0.50023,1.59743,1.14916,1.42547,0.0009712,0.0009712,0.0009712
230,2172.66,0.73306,0.54968,0.96365,0.88233,0.76907,0.85623,0.4891,1.61592,1.20422,1.42185,0.0009316,0.0009316,0.0009316
231,2182.04,0.63833,0.50296,0.90507,0.82985,0.74359,0.84654,0.48745,1.62171,1.21413,1.42098,0.000892,0.000892,0.000892
232,2191.46,0.71628,0.55974,0.94183,0.84516,0.74359,0.84537,0.47919,1.62163,1.23724,1.41084,0.0008524,0.0008524,0.0008524
233,2200.87,0.69781,0.51791,0.92662,0.79378,0.78969,0.83904,0.4814,1.62757,1.2551,1.40645,0.0008128,0.0008128,0.0008128
234,2210.3,0.69763,0.52633,0.93169,0.80116,0.79487,0.84131,0.47535,1.62549,1.30115,1.41719,0.0007732,0.0007732,0.0007732
235,2219.67,0.6435,0.48702,0.92791,0.80697,0.82051,0.8466,0.48376,1.63177,1.27645,1.4226,0.0007336,0.0007336,0.0007336
236,2229.01,0.74274,0.58586,0.96895,0.75252,0.79487,0.84387,0.47645,1.62525,1.30059,1.42216,0.000694,0.000694,0.000694
237,2238.47,0.64053,0.50018,0.89463,0.81755,0.8044,0.88073,0.4835,1.61369,1.27273,1.42019,0.0006544,0.0006544,0.0006544
238,2247.89,0.66754,0.50626,0.92556,0.81186,0.82051,0.85406,0.47957,1.63646,1.26389,1.44378,0.0006148,0.0006148,0.0006148
239,2257.29,0.74865,0.54408,0.95568,0.85826,0.76923,0.89015,0.48243,1.62772,1.24866,1.43353,0.0005752,0.0005752,0.0005752
240,2266.67,0.66377,0.51517,0.91839,0.83659,0.84615,0.88756,0.48333,1.62798,1.25547,1.43561,0.0005356,0.0005356,0.0005356
241,2275.96,0.62129,0.47246,0.88854,0.86581,0.82734,0.88749,0.48154,1.61574,1.24213,1.43443,0.000496,0.000496,0.000496
242,2285.26,0.63112,0.48577,0.89749,0.85986,0.79487,0.85271,0.48364,1.58576,1.16755,1.42041,0.0004564,0.0004564,0.0004564
243,2294.51,0.62074,0.48139,0.8659,0.87608,0.79487,0.86526,0.48992,1.57651,1.14333,1.4072,0.0004168,0.0004168,0.0004168
244,2303.81,0.63237,0.46853,0.87,0.9082,0.76123,0.85864,0.48916,1.57535,1.16071,1.4073,0.0003772,0.0003772,0.0003772
245,2313.09,0.61401,0.49155,0.86429,0.88294,0.76923,0.86349,0.49703,1.56997,1.11175,1.39754,0.0003376,0.0003376,0.0003376
246,2322.4,0.55648,0.44409,0.87116,0.82797,0.79487,0.85865,0.48732,1.56296,1.13687,1.39591,0.000298,0.000298,0.000298
247,2331.71,0.56866,0.45927,0.87805,0.8414,0.81626,0.85843,0.48155,1.55647,1.12794,1.39005,0.0002584,0.0002584,0.0002584
248,2341.01,0.5695,0.45727,0.86712,0.83162,0.82051,0.8611,0.48637,1.5552,1.11782,1.3882,0.0002188,0.0002188,0.0002188
249,2350.27,0.60421,0.45901,0.85733,0.83687,0.82051,0.85837,0.48801,1.55268,1.11767,1.38877,0.0001792,0.0001792,0.0001792
250,2359.57,0.60487,0.45942,0.86275,0.86634,0.79487,0.86411,0.49116,1.55077,1.05575,1.38611,0.0001396,0.0001396,0.0001396
